entry	alignmentStart	alignmentEnd	envelopeStart	envelopeEnd	hmmAacc	hmmName	type	hmmStart	hmmEend	hmmLength	bitScore	eValue	clan	entryName	geneSymbol	length
F5GYR0	24	77	24	79	PF00412	LIM	Domain	1	56	58	37.4	9.6e-06	No_clan	F5GYR0_HUMAN	ABLIM2	646
F5GYR0	83	135	83	137	PF00412	LIM	Domain	1	54	58	41.1	6.8e-07	No_clan	F5GYR0_HUMAN	ABLIM2	646
F5GYR0	153	208	153	208	PF00412	LIM	Domain	1	58	58	54	6.7e-11	No_clan	F5GYR0_HUMAN	ABLIM2	646
F5GYR0	212	254	212	267	PF00412	LIM	Domain	1	44	58	29.1	0.0038	No_clan	F5GYR0_HUMAN	ABLIM2	646
F5GYR0	276	442	276	453	PF16182	AbLIM_anchor	Family	1	183	371	272	5.9e-77	No_clan	F5GYR0_HUMAN	ABLIM2	646
F5GYR0	505	535	500	535	PF16182	AbLIM_anchor	Family	341	371	371	54.2	9.1e-11	No_clan	F5GYR0_HUMAN	ABLIM2	646
F5GYR0	536	571	536	571	PF02209	VHP	Domain	1	36	36	59.6	9.7e-13	No_clan	F5GYR0_HUMAN	ABLIM2	646
Q969S9	69	351	68	351	PF00009	GTP_EFTU	Domain	2	193	193	225.8	1.5e-63	CL0023	RRF2M_HUMAN	GFM2	779
Q969S9	381	447	381	448	PF03144	GTP_EFTU_D2	Domain	1	73	74	34	0.00013	CL0575	RRF2M_HUMAN	GFM2	779
Q969S9	485	558	485	559	PF14492	EFG_II	Domain	1	74	75	94.2	1.6e-23	CL0437	RRF2M_HUMAN	GFM2	779
Q969S9	561	681	560	682	PF03764	EFG_IV	Domain	2	120	121	42.3	2.5e-07	CL0329	RRF2M_HUMAN	GFM2	779
Q969S9	685	770	684	771	PF00679	EFG_C	Domain	2	88	89	80.7	2.7e-19	CL0437	RRF2M_HUMAN	GFM2	779
Q7Z6J0	12	52	12	52	PF00097	zf-C3HC4	Domain	1	41	41	34.8	4.8e-05	CL0229	SH3R1_HUMAN	SH3RF1	888
Q7Z6J0	140	185	140	185	PF00018	SH3_1	Domain	1	48	48	42.2	2e-07	CL0010	SH3R1_HUMAN	SH3RF1	888
Q7Z6J0	203	255	203	255	PF14604	SH3_9	Domain	1	49	49	31.1	0.00068	CL0010	SH3R1_HUMAN	SH3RF1	888
Q7Z6J0	452	502	452	502	PF14604	SH3_9	Domain	1	49	49	54.8	2.7e-11	CL0010	SH3R1_HUMAN	SH3RF1	888
Q7Z6J0	837	886	836	886	PF14604	SH3_9	Domain	2	49	49	50.8	5e-10	CL0010	SH3R1_HUMAN	SH3RF1	888
Q9NZ08	53	441	53	441	PF01433	Peptidase_M1	Family	1	389	389	438.8	9.7e-128	CL0126	ERAP1_HUMAN	ERAP1	941
Q9NZ08	597	915	597	915	PF11838	ERAP1_C	Domain	1	288	288	203.3	3.9e-56	No_clan	ERAP1_HUMAN	ERAP1	941
Q7L591	216	311	213	312	PF02174	IRS	Domain	4	99	100	103	2.9e-26	CL0266	DOK3_HUMAN	DOK3	496
Q08629	139	180	139	180	PF07648	Kazal_2	Domain	1	42	42	39	2.9e-06	CL0005	TICN1_HUMAN	SPOCK1	439
Q08629	196	304	195	304	PF10591	SPARC_Ca_bdg	Domain	2	113	113	112.4	5.9e-29	CL0220	TICN1_HUMAN	SPOCK1	439
Q08629	313	373	313	376	PF00086	Thyroglobulin_1	Domain	1	64	68	66.5	5.6e-15	No_clan	TICN1_HUMAN	SPOCK1	439
Q9NR12	8	80	3	82	PF00595	PDZ	Domain	6	80	82	49	2.7e-09	CL0466	PDLI7_HUMAN	PDLIM7	457
Q9NR12	282	333	282	337	PF00412	LIM	Domain	1	54	58	49.3	1.9e-09	No_clan	PDLI7_HUMAN	PDLIM7	457
Q9NR12	341	396	341	396	PF00412	LIM	Domain	1	58	58	53.2	1.1e-10	No_clan	PDLI7_HUMAN	PDLIM7	457
Q9NR12	400	454	400	457	PF00412	LIM	Domain	1	55	58	47.1	9.3e-09	No_clan	PDLI7_HUMAN	PDLIM7	457
H0Y9V9	13	82	12	84	PF00347	Ribosomal_L6	Domain	5	74	76	50.7	9.5e-10	No_clan	H0Y9V9_HUMAN	RPL9	189
H0Y9V9	96	175	96	175	PF00347	Ribosomal_L6	Domain	1	76	76	56.5	1.5e-11	No_clan	H0Y9V9_HUMAN	RPL9	189
Q9NVZ3	6	162	6	163	PF07933	DUF1681	Family	1	147	148	193.9	5.2e-54	CL0266	NECP2_HUMAN	NECAP2	263
Q15399	69	125	69	126	PF13855	LRR_8	Repeat	1	60	61	42.8	1.5e-07	CL0022	TLR1_HUMAN	TLR1	786
Q15399	554	577	553	578	PF01463	LRRCT	Family	2	25	26	20.9	1.6	No_clan	TLR1_HUMAN	TLR1	786
Q15399	637	778	636	786	PF01582	TIR	Family	2	158	176	94.5	2.7e-23	CL0173	TLR1_HUMAN	TLR1	786
Q9UJX5	10	57	10	57	PF12894	ANAPC4_WD40	Domain	1	47	47	51.9	2e-10	CL0186	APC4_HUMAN	ANAPC4	808
Q9UJX5	234	430	232	431	PF12896	ANAPC4	Domain	3	203	204	195.5	3e-54	No_clan	APC4_HUMAN	ANAPC4	808
Q8IUZ5	32	433	27	433	PF00202	Aminotran_3	Domain	11	404	404	261.2	6e-74	CL0061	AT2L2_HUMAN	PHYKPL	450
D6RAR4	108	148	108	148	PF00040	fn2	Domain	1	42	42	62.1	1.9e-13	No_clan	D6RAR4_HUMAN	HGFAC	662
D6RAR4	202	237	202	237	PF00039	fn1	Domain	1	40	40	24.3	0.11	No_clan	D6RAR4_HUMAN	HGFAC	662
D6RAR4	245	276	245	277	PF00008	EGF	Domain	1	31	32	28.6	0.0056	CL0001	D6RAR4_HUMAN	HGFAC	662
D6RAR4	286	367	286	367	PF00051	Kringle	Domain	1	79	79	85	1.5e-20	No_clan	D6RAR4_HUMAN	HGFAC	662
D6RAR4	415	648	415	648	PF00089	Trypsin	Domain	1	220	220	227.3	8.6e-64	CL0124	D6RAR4_HUMAN	HGFAC	662
Q14CZ7	410	477	409	477	PF06743	FAST_1	Family	2	69	69	59.9	7.8e-13	No_clan	FAKD3_HUMAN	FASTKD3	662
Q14CZ7	490	580	490	580	PF08368	FAST_2	Family	1	89	89	90.4	4.6e-22	No_clan	FAKD3_HUMAN	FASTKD3	662
Q14CZ7	594	650	593	650	PF08373	RAP	Domain	2	58	58	60.4	5.6e-13	CL0236	FAKD3_HUMAN	FASTKD3	662
Q495X7	16	56	16	56	PF15227	zf-C3HC4_4	Domain	1	42	42	64.9	2.4e-14	CL0229	TRI60_HUMAN	TRIM60	471
Q495X7	93	133	92	133	PF00643	zf-B_box	Domain	2	42	42	30.4	0.0014	No_clan	TRI60_HUMAN	TRIM60	471
Q495X7	297	345	297	345	PF13765	PRY	Family	1	49	49	63.7	3.7e-14	No_clan	TRI60_HUMAN	TRIM60	471
Q495X7	349	455	349	465	PF00622	SPRY	Family	1	108	120	39.8	1.8e-06	No_clan	TRI60_HUMAN	TRIM60	471
P78413	160	199	160	199	PF05920	Homeobox_KN	Family	1	40	40	56.4	9e-12	CL0123	IRX4_HUMAN	IRX4	519
O14827	25	132	23	133	PF00169	PH	Domain	3	105	106	58	4.9e-12	CL0266	RGRF2_HUMAN	RASGRF2	1237
O14827	250	425	247	428	PF00621	RhoGEF	Domain	4	177	180	115.2	1.6e-29	No_clan	RGRF2_HUMAN	RASGRF2	1237
O14827	638	763	638	773	PF00618	RasGEF_N	Domain	1	95	105	70.4	5.9e-16	CL0542	RGRF2_HUMAN	RASGRF2	1237
O14827	1005	1183	1005	1183	PF00617	RasGEF	Family	1	158	158	172.4	4.1e-47	No_clan	RGRF2_HUMAN	RASGRF2	1237
O43679	30	232	30	232	PF01803	LIM_bind	Family	1	239	239	180.9	1.3e-49	No_clan	LDB2_HUMAN	LDB2	373
P62633	5	20	4	21	PF00098	zf-CCHC	Domain	2	17	18	32	0.00037	CL0511	CNBP_HUMAN	CNBP	177
P62633	53	68	52	69	PF00098	zf-CCHC	Domain	2	17	18	30.7	0.00091	CL0511	CNBP_HUMAN	CNBP	177
P62633	73	89	72	89	PF00098	zf-CCHC	Domain	2	18	18	28.5	0.0045	CL0511	CNBP_HUMAN	CNBP	177
P62633	97	113	96	113	PF00098	zf-CCHC	Domain	2	18	18	30	0.0016	CL0511	CNBP_HUMAN	CNBP	177
P62633	117	134	117	134	PF00098	zf-CCHC	Domain	1	18	18	28	0.0066	CL0511	CNBP_HUMAN	CNBP	177
P62633	136	152	135	152	PF00098	zf-CCHC	Domain	2	18	18	27.4	0.011	CL0511	CNBP_HUMAN	CNBP	177
P62633	157	172	156	173	PF00098	zf-CCHC	Domain	2	17	18	31.6	5e-04	CL0511	CNBP_HUMAN	CNBP	177
Q9NYF5	39	187	39	191	PF00620	RhoGAP	Domain	1	149	152	123.1	3.8e-32	CL0409	FA13B_HUMAN	FAM13B	915
P51825	8	1204	8	1207	PF05110	AF-4	Family	1	1224	1227	1582.5	0	No_clan	AFF1_HUMAN	AFF1	1210
Q05513	16	97	15	98	PF00564	PB1	Domain	2	83	84	65.9	1e-14	CL0072	KPCZ_HUMAN	PRKCZ	592
Q05513	131	182	131	183	PF00130	C1_1	Domain	1	52	53	54	5.2e-11	CL0006	KPCZ_HUMAN	PRKCZ	592
Q05513	254	518	252	518	PF00069	Pkinase	Domain	3	262	262	218	6.2e-61	CL0016	KPCZ_HUMAN	PRKCZ	592
P27824	71	440	71	440	PF00262	Calreticulin	Family	1	368	368	554.7	3.7e-163	No_clan	CALX_HUMAN	CANX	592
Q9NQ86	33	61	33	71	PF00097	zf-C3HC4	Domain	1	30	41	24.7	0.068	CL0229	TRI36_HUMAN	TRIM36	728
Q9NQ86	211	248	208	249	PF00643	zf-B_box	Domain	5	41	42	33.4	0.00016	No_clan	TRI36_HUMAN	TRIM36	728
Q9NQ86	431	494	425	500	PF00041	fn3	Domain	14	79	85	32	0.00053	CL0159	TRI36_HUMAN	TRIM36	728
Q9Y2C9	77	133	76	133	PF13855	LRR_8	Repeat	2	61	61	41.5	3.6e-07	CL0022	TLR6_HUMAN	TLR6	796
Q9Y2C9	559	582	558	583	PF01463	LRRCT	Family	2	25	26	21.8	0.82	No_clan	TLR6_HUMAN	TLR6	796
Q9Y2C9	644	789	641	796	PF01582	TIR	Family	1	164	176	94.8	2.3e-23	CL0173	TLR6_HUMAN	TLR6	796
Q8N4T8	3	192	3	194	PF00106	adh_short	Domain	1	193	195	187.9	5.7e-52	CL0063	CBR4_HUMAN	CBR4	237
Q9BW91	198	325	187	334	PF00293	NUDIX	Domain	15	124	135	33.2	0.00018	CL0261	NUDT9_HUMAN	NUDT9	350
O14976	43	312	40	313	PF00069	Pkinase	Domain	4	259	262	163.7	2.2e-44	CL0016	GAK_HUMAN	GAK	1311
O14976	571	707	570	709	PF10409	PTEN_C2	Family	2	133	135	101	1.9e-25	CL0154	GAK_HUMAN	GAK	1311
O14976	1259	1309	1252	1311	PF00226	DnaJ	Domain	13	61	64	28.2	0.0074	CL0392	GAK_HUMAN	GAK	1311
O75943	84	593	83	593	PF03215	Rad17	Family	2	519	519	844.8	1.2e-250	CL0023	RAD17_HUMAN	RAD17	681
O00238	30	109	30	110	PF01064	Activin_recp	Domain	1	85	86	49.3	3e-09	CL0117	BMR1B_HUMAN	BMPR1B	502
O00238	175	202	175	202	PF08515	TGF_beta_GS	Family	1	28	28	55.7	1.1e-11	No_clan	BMR1B_HUMAN	BMPR1B	502
O00238	204	489	204	491	PF07714	Pkinase_Tyr	Domain	1	258	260	127.9	1.8e-33	CL0016	BMR1B_HUMAN	BMPR1B	502
Q13363	38	351	30	352	PF00389	2-Hacid_dh	Domain	8	133	134	100	3.7e-25	CL0325	CTBP1_HUMAN	CTBP1	440
Q13363	134	317	133	317	PF02826	2-Hacid_dh_C	Domain	2	178	178	187.9	4.2e-52	CL0063	CTBP1_HUMAN	CTBP1	440
Q08174	175	271	173	271	PF00028	Cadherin	Family	3	93	93	50.4	1e-09	CL0159	PCDH1_HUMAN	PCDH1	1060
Q08174	285	377	285	378	PF00028	Cadherin	Family	1	92	93	69	1.6e-15	CL0159	PCDH1_HUMAN	PCDH1	1060
Q08174	402	496	401	497	PF00028	Cadherin	Family	3	92	93	46.5	1.7e-08	CL0159	PCDH1_HUMAN	PCDH1	1060
Q08174	513	603	511	603	PF00028	Cadherin	Family	3	93	93	82.9	7.6e-20	CL0159	PCDH1_HUMAN	PCDH1	1060
Q08174	617	706	617	706	PF00028	Cadherin	Family	1	93	93	59	2.1e-12	CL0159	PCDH1_HUMAN	PCDH1	1060
Q08174	731	812	727	813	PF00028	Cadherin	Family	10	92	93	52.5	2.2e-10	CL0159	PCDH1_HUMAN	PCDH1	1060
Q08174	815	1029	815	1029	PF08374	Protocadherin	Family	1	212	212	261.6	2.7e-74	No_clan	PCDH1_HUMAN	PCDH1	1060
Q6ZV50	22	96	19	97	PF02257	RFX_DNA_binding	Domain	4	78	79	98.7	9.8e-25	CL0123	RFX8_HUMAN	RFX8	586
D6RFN0	269	394	264	395	PF01399	PCI	Family	6	104	105	57.9	5.4e-12	CL0123	D6RFN0_HUMAN	COPS4	438
Q15797	31	131	30	131	PF03165	MH1	Domain	2	103	103	142.1	2.5e-38	CL0263	SMAD1_HUMAN	SMAD1	465
Q15797	268	441	268	441	PF03166	MH2	Family	1	169	169	244.1	3.8e-69	CL0357	SMAD1_HUMAN	SMAD1	465
Q9UBK8	33	169	33	169	PF00258	Flavodoxin_1	Domain	1	143	143	108.2	1.8e-27	CL0042	MTRR_HUMAN	MTRR	725
Q9UBK8	298	519	294	519	PF00667	FAD_binding_1	Domain	6	222	222	175.2	6.4e-48	CL0076	MTRR_HUMAN	MTRR	725
Q9UBK8	569	688	569	689	PF00175	NAD_binding_1	Domain	1	108	109	66	1.9e-14	CL0091	MTRR_HUMAN	MTRR	725
Q13123	76	302	76	302	PF07808	RED_N	Family	1	233	233	339.9	3.5e-98	No_clan	RED_HUMAN	IK	557
Q13123	445	551	445	554	PF07807	RED_C	Family	1	109	112	165.7	1.9e-45	No_clan	RED_HUMAN	IK	557
O14967	62	429	62	429	PF00262	Calreticulin	Family	1	368	368	526	2e-154	No_clan	CLGN_HUMAN	CLGN	610
Q8IY95	27	259	26	259	PF14802	TMEM192	Family	2	235	235	279.2	8.2e-80	No_clan	TM192_HUMAN	TMEM192	271
Q9H819	82	143	82	143	PF00226	DnaJ	Domain	1	64	64	83.8	3.2e-20	CL0392	DJC18_HUMAN	DNAJC18	358
Q9H819	250	350	244	350	PF09320	DUF1977	Family	5	105	105	89.1	8.6e-22	No_clan	DJC18_HUMAN	DNAJC18	358
P42680	7	110	5	111	PF00169	PH	Domain	3	105	106	56.8	1.2e-11	CL0266	TEC_HUMAN	TEC	631
P42680	119	147	119	148	PF00779	BTK	Motif	1	29	30	49	1.7e-09	No_clan	TEC_HUMAN	TEC	631
P42680	185	231	185	231	PF00018	SH3_1	Domain	1	48	48	51.5	2.5e-10	CL0010	TEC_HUMAN	TEC	631
P42680	247	330	247	330	PF00017	SH2	Domain	1	77	77	70.1	5.3e-16	CL0541	TEC_HUMAN	TEC	631
P42680	370	618	370	619	PF07714	Pkinase_Tyr	Domain	1	259	260	316.2	6.4e-91	CL0016	TEC_HUMAN	TEC	631
Q6UXD7	37	390	32	396	PF07690	MFS_1	Family	2	349	352	72	1.9e-16	CL0015	MFSD7_HUMAN	MFSD7	560
Q9BUD6	41	235	41	235	PF06468	Spond_N	Family	1	191	191	259.8	8e-74	No_clan	SPON2_HUMAN	SPON2	331
Q9BUD6	281	330	281	330	PF00090	TSP_1	Family	1	49	49	21.3	1.1	No_clan	SPON2_HUMAN	SPON2	331
Q6ZSB9	15	119	15	121	PF00651	BTB	Domain	1	108	110	88	2e-21	CL0033	ZBT49_HUMAN	ZBTB49	765
Q6ZSB9	395	417	395	417	PF00096	zf-C2H2	Domain	1	23	23	25.3	0.061	CL0361	ZBT49_HUMAN	ZBTB49	765
Q6ZSB9	423	445	423	445	PF00096	zf-C2H2	Domain	1	23	23	26.6	0.024	CL0361	ZBT49_HUMAN	ZBTB49	765
Q6ZSB9	479	501	478	503	PF13912	zf-C2H2_6	Domain	2	24	27	18.8	5.3	CL0361	ZBT49_HUMAN	ZBTB49	765
Q6ZSB9	506	529	506	532	PF13912	zf-C2H2_6	Domain	1	24	27	21.7	0.65	CL0361	ZBT49_HUMAN	ZBTB49	765
Q6ZSB9	563	582	563	583	PF12874	zf-met	Domain	1	20	25	16.1	51	CL0361	ZBT49_HUMAN	ZBTB49	765
Q96CQ1	6	111	2	113	PF00153	Mito_carr	Family	5	95	97	86.2	4.8e-21	No_clan	S2536_HUMAN	SLC25A36	311
Q96CQ1	117	207	114	208	PF00153	Mito_carr	Family	4	96	97	76.4	5.5e-18	No_clan	S2536_HUMAN	SLC25A36	311
Q96CQ1	226	309	222	311	PF00153	Mito_carr	Family	5	93	97	62.4	1.3e-13	No_clan	S2536_HUMAN	SLC25A36	311
P03951	22	103	20	103	PF00024	PAN_1	Domain	4	80	80	30.7	0.001	CL0168	FA11_HUMAN	F11	625
P03951	119	193	110	193	PF00024	PAN_1	Domain	11	80	80	33.1	0.00018	CL0168	FA11_HUMAN	F11	625
P03951	203	283	200	283	PF00024	PAN_1	Domain	5	80	80	33.7	0.00012	CL0168	FA11_HUMAN	F11	625
P03951	296	371	291	374	PF00024	PAN_1	Domain	7	78	80	33.7	0.00012	CL0168	FA11_HUMAN	F11	625
P03951	388	618	388	618	PF00089	Trypsin	Domain	1	220	220	243.2	1.2e-68	CL0124	FA11_HUMAN	F11	625
Q8N878	58	119	58	120	PF09379	FERM_N	Domain	1	64	65	45.2	2.9e-08	CL0072	FRMD1_HUMAN	FRMD1	549
Q8N878	153	264	149	264	PF00373	FERM_M	Domain	5	112	112	64.8	3.6e-14	No_clan	FRMD1_HUMAN	FRMD1	549
Q86YA3	4	74	4	77	PF10382	DUF2439	Family	2	74	81	68.3	2.4e-15	No_clan	ZGRF1_HUMAN	ZGRF1	2104
Q86YA3	1347	1389	1347	1391	PF06839	zf-GRF	Domain	1	43	45	49.2	1.8e-09	CL0167	ZGRF1_HUMAN	ZGRF1	2104
Q86YA3	1760	1844	1737	1847	PF13086	AAA_11	Domain	177	262	265	67.4	7.5e-15	CL0023	ZGRF1_HUMAN	ZGRF1	2104
Q86YA3	1855	2039	1855	2041	PF13087	AAA_12	Domain	1	197	199	169.5	2.8e-46	CL0023	ZGRF1_HUMAN	ZGRF1	2104
D6RB49	720	802	719	804	PF00531	Death	Domain	2	81	83	45.9	2e-08	CL0041	D6RB49_HUMAN	DTHD1	821
Q8TCT1	28	263	27	264	PF06888	Put_Phosphatase	Family	2	233	234	320.9	1.9e-92	CL0137	PHOP1_HUMAN	PHOSPHO1	267
O60645	188	742	188	744	PF06046	Sec6	Family	1	575	577	537.3	1.8e-157	CL0295	EXOC3_HUMAN	EXOC3	756
Q15928	4	44	4	44	PF01352	KRAB	Family	1	41	41	86.2	4.1e-21	No_clan	ZN141_HUMAN	ZNF141	474
Q15928	255	277	254	280	PF13912	zf-C2H2_6	Domain	2	24	27	20.8	1.2	CL0361	ZN141_HUMAN	ZNF141	474
Q15928	311	333	311	333	PF00096	zf-C2H2	Domain	1	23	23	26.2	0.033	CL0361	ZN141_HUMAN	ZNF141	474
Q15928	367	389	366	392	PF13912	zf-C2H2_6	Domain	2	24	27	21.6	0.7	CL0361	ZN141_HUMAN	ZNF141	474
Q15928	451	473	451	473	PF00096	zf-C2H2	Domain	1	23	23	24.9	0.08	CL0361	ZN141_HUMAN	ZNF141	474
E9PBQ7	43	249	42	250	PF02931	Neur_chan_LBD	Family	2	215	216	168.2	7.7e-46	No_clan	E9PBQ7_HUMAN	GABRA2	511
E9PBQ7	257	497	257	497	PF02932	Neur_chan_memb	Family	1	238	238	131.6	2.1e-34	No_clan	E9PBQ7_HUMAN	GABRA2	511
Q9UHK6	3	350	3	350	PF02515	CoA_transf_3	Family	1	368	368	274.7	5.2e-78	No_clan	AMACR_HUMAN	AMACR	382
P50120	6	133	6	134	PF00061	Lipocalin	Domain	1	143	144	72.3	2.1e-16	CL0116	RET2_HUMAN	RBP2	134
Q5JS54	26	97	25	97	PF16093	PAC4	Family	2	78	78	91.2	1.6e-22	No_clan	PSMG4_HUMAN	PSMG4	123
Q96P69	23	294	22	294	PF00001	7tm_1	Family	2	268	268	87.3	4.3e-21	CL0192	GPR78_HUMAN	GPR78	363
P52306	83	117	78	118	PF00514	Arm	Repeat	6	40	41	31.9	0.00039	CL0020	GDS1_HUMAN	RAP1GDS1	607
P52306	172	210	169	211	PF00514	Arm	Repeat	4	40	41	25.2	0.051	CL0020	GDS1_HUMAN	RAP1GDS1	607
P52306	346	389	346	390	PF00514	Arm	Repeat	1	40	41	32.4	0.00028	CL0020	GDS1_HUMAN	RAP1GDS1	607
P52306	481	518	479	519	PF00514	Arm	Repeat	3	40	41	24.6	0.08	CL0020	GDS1_HUMAN	RAP1GDS1	607
O95704	119	255	119	257	PF00640	PID	Domain	1	138	140	122.9	4.3e-32	CL0266	APBB3_HUMAN	APBB3	486
Q8WX93	271	361	271	361	PF07679	I-set	Domain	1	90	90	83.9	2.8e-20	CL0011	PALLD_HUMAN	PALLD	1383
Q8WX93	441	538	441	538	PF07679	I-set	Domain	1	90	90	73.8	4e-17	CL0011	PALLD_HUMAN	PALLD	1383
Q8WX93	1001	1092	1001	1092	PF07679	I-set	Domain	1	90	90	58.2	2.8e-12	CL0011	PALLD_HUMAN	PALLD	1383
Q8WX93	1135	1225	1135	1225	PF07679	I-set	Domain	1	90	90	79.5	6.4e-19	CL0011	PALLD_HUMAN	PALLD	1383
Q8WX93	1234	1325	1234	1325	PF07679	I-set	Domain	1	90	90	65	2.2e-14	CL0011	PALLD_HUMAN	PALLD	1383
Q6UWI2	15	310	15	310	PF17061	PARM	Family	1	297	297	504.7	6.3e-148	No_clan	PARM1_HUMAN	PARM1	310
Q8N264	21	124	20	124	PF00169	PH	Domain	2	105	106	76.2	1e-17	CL0266	RHG24_HUMAN	ARHGAP24	748
Q8N264	153	301	153	304	PF00620	RhoGAP	Domain	1	148	152	165.9	2.5e-45	CL0409	RHG24_HUMAN	ARHGAP24	748
Q8TBB0	4	90	4	91	PF05485	THAP	Domain	1	75	76	54.5	7.6e-11	No_clan	THAP6_HUMAN	THAP6	222
P48645	142	166	142	166	PF02070	NMU	Family	1	25	25	57.5	3.9e-12	No_clan	NMU_HUMAN	NMU	174
Q9H0Y0	100	167	100	167	PF03987	Autophagy_act_C	Domain	1	55	55	67.8	4.1e-15	No_clan	ATG10_HUMAN	ATG10	220
Q8NBA8	66	255	66	256	PF03942	DTW	Domain	1	197	198	150.6	1.9e-40	No_clan	DTWD2_HUMAN	DTWD2	298
P08758	20	84	19	84	PF00191	Annexin	Family	2	66	66	86.1	5.4e-21	No_clan	ANXA5_HUMAN	ANXA5	320
P08758	91	156	91	156	PF00191	Annexin	Family	1	66	66	79.1	8.4e-19	No_clan	ANXA5_HUMAN	ANXA5	320
P08758	174	240	174	240	PF00191	Annexin	Family	1	66	66	72.7	8.1e-17	No_clan	ANXA5_HUMAN	ANXA5	320
P08758	251	315	250	315	PF00191	Annexin	Family	2	66	66	80.9	2.3e-19	No_clan	ANXA5_HUMAN	ANXA5	320
Q96PY6	4	257	4	258	PF00069	Pkinase	Domain	1	261	262	231.7	4.2e-65	CL0016	NEK1_HUMAN	NEK1	1258
Q96CS3	15	55	14	57	PF14555	UBA_4	Domain	2	41	43	42.1	2.4e-07	CL0214	FAF2_HUMAN	FAF2	445
Q96CS3	359	440	357	441	PF00789	UBX	Domain	4	80	81	22.6	0.39	CL0072	FAF2_HUMAN	FAF2	445
Q99697	86	142	86	142	PF00046	Homeobox	Domain	1	57	57	79.1	6.8e-19	CL0123	PITX2_HUMAN	PITX2	317
Q99697	275	292	275	293	PF03826	OAR	Domain	1	18	19	33.8	8.9e-05	No_clan	PITX2_HUMAN	PITX2	317
Q12907	53	277	52	278	PF03388	Lectin_leg-like	Domain	2	229	230	338	9.9e-98	CL0004	LMAN2_HUMAN	LMAN2	356
O43791	65	161	38	163	PF00917	MATH	Domain	23	111	113	27.4	0.013	CL0389	SPOP_HUMAN	SPOP	374
O43791	193	296	190	297	PF00651	BTB	Domain	4	109	110	113.1	3.2e-29	CL0033	SPOP_HUMAN	SPOP	374
Q96H20	6	225	6	225	PF04157	EAP30	Family	1	207	207	210.8	8.8e-59	No_clan	SNF8_HUMAN	SNF8	258
P10826	87	155	86	155	PF00105	zf-C4	Domain	2	70	70	111.6	7.9e-29	No_clan	RARB_HUMAN	RARB	455
P10826	227	395	219	399	PF00104	Hormone_recep	Domain	15	171	175	87.6	2.9e-21	No_clan	RARB_HUMAN	RARB	455
Q13137	22	127	21	141	PF07888	CALCOCO1	Coiled-coil	2	108	606	105.2	1.5e-26	No_clan	CACO2_HUMAN	CALCOCO2	446
Q14154	259	276	245	276	PF08238	Sel1	Repeat	21	38	38	10.6	3300	CL0020	DELE_HUMAN	KIAA0141	515
Q14154	277	312	277	312	PF08238	Sel1	Repeat	1	38	38	42	4.3e-07	CL0020	DELE_HUMAN	KIAA0141	515
Q14154	314	349	313	350	PF08238	Sel1	Repeat	2	37	38	9	10000	CL0020	DELE_HUMAN	KIAA0141	515
Q14154	386	420	385	420	PF08238	Sel1	Repeat	2	38	38	29.1	0.0049	CL0020	DELE_HUMAN	KIAA0141	515
Q9H201	17	140	17	140	PF01417	ENTH	Domain	1	125	125	169	1.9e-46	CL0009	EPN3_HUMAN	EPN3	632
Q9H201	209	225	209	225	PF02809	UIM	Motif	1	17	17	13.7	200	No_clan	EPN3_HUMAN	EPN3	632
Q9H201	236	252	236	252	PF02809	UIM	Motif	1	17	17	18.5	5.9	No_clan	EPN3_HUMAN	EPN3	632
P61371	17	74	17	75	PF00412	LIM	Domain	1	57	58	48.4	3.5e-09	No_clan	ISL1_HUMAN	ISL1	349
P61371	79	133	79	135	PF00412	LIM	Domain	1	54	58	52.2	2.4e-10	No_clan	ISL1_HUMAN	ISL1	349
P61371	183	238	182	238	PF00046	Homeobox	Domain	2	57	57	54.5	3.3e-11	CL0123	ISL1_HUMAN	ISL1	349
J3KNE8	4	287	4	287	PF00069	Pkinase	Domain	1	262	262	254.9	3.5e-72	CL0016	J3KNE8_HUMAN	CDKL2	570
D6RF35	28	199	27	199	PF00273	Serum_albumin	Domain	2	176	176	157.5	1.2e-42	CL0282	D6RF35_HUMAN	GC	476
D6RF35	219	385	218	385	PF00273	Serum_albumin	Domain	2	176	176	121.1	1.9e-31	CL0282	D6RF35_HUMAN	GC	476
D6RF35	405	466	405	468	PF09164	VitD-bind_III	Domain	1	62	65	105.9	3.5e-27	CL0282	D6RF35_HUMAN	GC	476
Q9H9E1	176	243	130	245	PF12796	Ank_2	Repeat	23	84	86	51.3	7e-10	CL0465	ANRA2_HUMAN	ANKRA2	313
Q9H9E1	217	276	216	278	PF12796	Ank_2	Repeat	29	84	86	40.8	1.3e-06	CL0465	ANRA2_HUMAN	ANKRA2	313
Q9HCE5	186	362	186	363	PF05063	MT-A70	Family	1	171	172	213.3	9.3e-60	CL0063	MET14_HUMAN	METTL14	456
Q6UWM9	24	521	24	525	PF00201	UDPGT	Family	1	496	499	754.2	3e-223	CL0113	UD2A3_HUMAN	UGT2A3	527
Q5HYW2	134	234	129	250	PF15273	NHS	Family	317	409	620	32.6	0.00022	No_clan	NHSL2_HUMAN	NHSL2	709
Q5HYW2	260	391	240	404	PF15273	NHS	Family	476	602	620	77.2	7e-18	No_clan	NHSL2_HUMAN	NHSL2	709
